ReviewVenue,PublicationVenue,Title,delete,Authors,AuthorPDF,Abstract,ExplanationPage,SourceMaterials,Data,Preregistered,Video,DOI,PublicationYear,ConferenceYear,ConferenceTrack,ConferenceRoom,ConferenceDay,ConferenceSession,date,ConferenceTimeStart,ConferenceTimeEnd
VAST,VAST,VUSphere: Visual Analysis of Video Utilization in Online Distance Education,C),"Huan He, Qinghua Zheng, Bo Dong",,,,,,,vimeo 289788052,,2018,2018,VAST,"Convention Hall 1, Section C",Wednesday,Applications,24-Oct,12:20 PM,12:40 PM
InfoVis,TVCG,Juniper: A Tree+Table Approach to Multivariate Graph Visualization,J),"Carolina Nobre, Marc Streit, Alexander Lex",https://arxiv.org/pdf/1804.03261.pdf,"Analyzing large, multivariate graphs is an important problem in many domains, yet such graphs are challenging to visualize. In this paper, we introduce a novel, scalable, tree+table multivariate graph visualization technique, which makes many tasks related to multivariate graph analysis easier to achieve. The core principle we follow is to selectively query for nodes or subgraphs of interest and visualize these subgraphs as a spanning tree of the graph. The tree is laid out linearly, which enables us to juxtapose the nodes with a table visualization where diverse attributes can be shown. We also use this table as an adjacency matrix, so that the resulting technique is a hybrid node-link/adjacency matrix technique. We implement this concept in Juniper and complement it with a set of interaction techniques that enable analysts to dynamically grow, restructure, and aggregate the tree, as well as change the layout or show paths between nodes. We demonstrate the utility of our tool in usage scenarios for different multivariate networks: a bipartite network of scholars, papers, and citation metrics and a multitype network of story characters, places, books, etc.",,https://github.com/caleydo/lineage/tree/juniper,,,vimeo 289784894,10.1109/TVCG.2018.2865149,2018,2018,InfoVis,"Convention Hall 1, Section D",Wednesday,Graphs & Trees,24-Oct,11:00 AM,11:20 AM
TVCG,TVCG,Graph Thumbnails: Identifying and Comparing Multiple Graphs at a Glance,T),"Vahan Yoghourdjian, Tim Dwyer, Karsten Klein, Kim Marriott, Michael Wybrow",http://vahany.com/docs/Graph_Thumbnails_preprint.pdf,"We propose <i>Graph Thumbnails</i>, small icon-like visualisations of the high-level structure of network data. Graph Thumbnails are designed to be legible in small multiples to support rapid browsing within large graph corpora. Compared to existing graph-visualisation techniques our representation has several advantages: (1) the visualisation can be computed in linear time; (2) it is canonical in the sense that isomorphic graphs will always have identical thumbnails; and (3) it provides precise information about the graph structure. We report the results of two user studies. The first study compares Graph Thumbnails to node-link and matrix views for identifying similar graphs. The second study investigates the comprehensibility of the different representations. We demonstrate the usefulness of this representation for summarising the evolution of protein-protein interaction networks across a range of species.",,,,,vimeo 289789353,10.1109/tvcg.2018.2790961,2018,2018,InfoVis,"Convention Hall 1, Section D",Wednesday,Graphs & Trees,24-Oct,11:20 AM,11:40 AM
InfoVis,TVCG,Structure-Based Suggestive Exploration: A New Approach for Effective Exploration of Large Networks,J),"Fangzhou Guo, Wei Chen, Dongming Han, Jiacheng Pan, Xiaotao Nie, Jiazhi Xia, Xiaolong (Luke) Zhang",http://www.cad.zju.edu.cn/home/vagblog/VAG_Work/Structure-Based%20Suggestive%20Exploration.pdf,"When analyzing a visualized network, users need to explore different sections of the network to gain insight. However, effective exploration of large networks is often a challenge. While various tools are available for users to explore the global and local features of a network, these tools usually require significant interaction activities, such as repetitive navigation actions to follow network nodes and edges. In this paper, we propose a structure-based suggestive exploration approach to support effective exploration of large networks by suggesting appropriate structures upon user request. Encoding nodes with vectorized representations by transforming information of surrounding structures of nodes into a high dimensional space, our approach can identify similar structures within a large network, enable user interaction with multiple similar structures simultaneously, and guide the exploration of unexplored structures. We develop a web-based visual exploration system to incorporate this suggestive exploration approach and compare performances of our approach under different vectorizing methods and networks. We also present the usability and effectiveness of our approach through a controlled user study with two datasets.",,,,,vimeo 289785045,10.1109/tvcg.2018.2865139,2018,2018,InfoVis,"Convention Hall 1, Section D",Wednesday,Graphs & Trees,24-Oct,11:40 AM,12:00 PM
InfoVis,TVCG,Structure-aware Fisheye Views for Efficient Large Graph Exploration,J),"Yunhai Wang, Yanyan Wang, Yinqi Sun, Haifeng Zhang, Chi-Wing Fu, Michael Sedlmair, Baoquan Chen, Oliver Deussen",https://homepage.univie.ac.at/michael.sedlmair/papers/wang2019fisheye.pdf,"Traditional fisheye views for exploring large graphs introduce substantial distortions that often lead to a decreased readability of paths and other interesting structures. To overcome these problems, we propose a framework for <i>structure-aware</i> fisheye views. Using edge orientations as constraints for graph layout optimization allows us not only to reduce spatial and temporal distortions during fisheye zooms, but also to improve the readability of the graph structure. Furthermore, the framework enables us to optimize fisheye lenses towards specific tasks and design a family of new lenses: polyfocal, cluster, and path lenses. A GPU implementation lets us process large graphs with up to 15,000 nodes at interactive rates. A comprehensive evaluation, a user study, and two case studies demonstrate that our structure-aware fisheye views improve layout readability and user performance.",,,,,vimeo 289785238,10.1109/tvcg.2018.2864911,2018,2018,InfoVis,"Convention Hall 1, Section D",Wednesday,Graphs & Trees,24-Oct,12:00 PM,12:20 PM
InfoVis,TVCG,"Graphicle: Exploring Units, Networks, and Context in a Blended Visualization Approach ",J),"Timothy Major, Rahul C. Basole",http://entsci.gatech.edu/resources/basole-2019-tvcg-graphicle.pdf,"Many real-world datasets are large, multivariate, and relational in nature and relevant associated decisions frequently require a simultaneous consideration of both attributes and connections. Existing visualization systems and approaches, however, often make an explicit trade-off between either affording rich exploration of individual data units and their attributes or exploration of the underlying network structure. In doing so, important analysis opportunities and insights are potentially missed. In this study, we aim to address this gap by (1) considering visualizations and interaction techniques that blend the spectrum between unit and network visualizations, (2) discussing the nature of different forms of contexts and the challenges in implementing them, and (3) demonstrating the value of our approach for visual exploration of multivariate, relational data for a real-world use case. Specifically, we demonstrate through a system called Graphicle how network structure can be layered on top of unit visualization techniques to create new opportunities for visual exploration of physician characteristics and referral data. We report on the design, implementation, and evaluation of the system and effectiveness of our blended approach.",,,,,vimeo 262664447,10.1109/tvcg.2018.2865151,2018,2018,InfoVis,"Convention Hall 1, Section D",Wednesday,Graphs & Trees,24-Oct,12:20 PM,12:40 PM
SciVis,TVCG,Interactive Obstruction-free Lensing for Volumetric Data Visualization,J),"Michael Traoré, Christophe Hurter, Alexandru Telea",http://recherche.enac.fr/~hurter/ObstructionFreeLens/Vis2018Traore.pdf,"Occlusion is an issue in volumetric visualization as it prevents direct visualization of the region of interest. While many techniques such as transfer functions, volume segmentation or view distortion have been developed to address this, there is still room for improvement to better support the understanding of objects’ vicinity. However, most existing Focus+Context fail to solve partial occlusion in datasets where the target and the occluder are very similar density-wise. For these reasons, we investigate a new technique which maintains the general structure of the investigated volumetric dataset while addressing occlusion issues. With our technique, the user interactively defines an area of interest where an occluded region or object is partially visible. Then our lens starts pushing at its border occluding objects, thus revealing hidden volumetric data. Next, the lens is modified with an extended field of view (fish-eye deformation) to better see the vicinity of the selected region. Finally, the user can freely explore the surroundings of the area under investigation within the lens. To provide real-time exploration, we implemented our lens using a GPU accelerated ray-casting framework to handle ray deformations, local lighting, and local viewpoint manipulation. We illustrate our technique with five application scenarios in baggage inspection, 3D fluid flow visualization, chest radiology, air traffic planning, and DTI fiber exploration.",,,,,youtube FOiCmznSOz4,10.1109/TVCG.2018.2864690,2018,2018,SciVis,Estrel Hall A+B,Wednesday,Volume Visualization,24-Oct,11:00 AM,11:20 AM
SciVis,TVCG,Dynamic Volume Lines: Visual Comparison of 3D Volumes through Space-filling Curves,J),"Johannes Weissenböck, Bernhard Fröhler, Eduard Gröller, Johann Kastner, Christoph Heinzl",,,,,,,vimeo 290325634,10.1109/tvcg.2018.2864510,2018,2018,SciVis,Estrel Hall A+B,Wednesday,Volume Visualization,24-Oct,11:20 AM,11:40 AM
SciVis,TVCG,A Declarative Grammar of Flexible Volume Visualization Pipelines,J),"Min Shih, Charles Rozhon, Kwan-Liu Ma",,,,,,,vimeo 290327611,10.1109/tvcg.2018.2864841,2018,2018,SciVis,Estrel Hall A+B,Wednesday,Volume Visualization,24-Oct,11:40 AM,12:00 PM
TVCG,TVCG,Multi-Material Volume Rendering with a Physically-Based Surface Reflection Model,T),"Oleg Igouchkine, Yubo Zhang, Kwan-Liu Ma",,,,,,,vimeo 289789120,10.1109/tvcg.2017.2784830,2018,2018,SciVis,Estrel Hall A+B,Wednesday,Volume Visualization,24-Oct,12:00 PM,12:20 PM
TVCG,TVCG,A Generative Model for Volume Rendering,T),"Matthew Berger, Jixian Li, Joshua A. Levine",https://arxiv.org/pdf/1710.09545.pdf,"We present a technique to synthesize and analyze volume-rendered images using generative models. We use the Generative Adversarial Network (GAN) framework to compute a model from a large collection of volume renderings, conditioned on (1) viewpoint and (2) transfer functions for opacity and color. Our approach facilitates tasks for volume analysis that are challenging to achieve using existing rendering techniques such as ray casting or texture-based methods. We show how to guide the user in transfer function editing by quantifying expected change in the output image. Additionally, the generative model transforms transfer functions into a view-invariant latent space specifically designed to synthesize volume-rendered images. We use this space directly for rendering, enabling the user to explore the space of volume-rendered images. As our model is independent of the choice of volume rendering process, we show how to analyze volume-rendered images produced by direct and global illumination lighting, for a variety of volume datasets.",,https://github.com/matthewberger/tfgan,,,vimeo 289789468,10.1109/tvcg.2018.2816059,2018,2018,SciVis,Estrel Hall A+B,Wednesday,Volume Visualization,24-Oct,12:20 PM,12:40 PM
InfoVis,TVCG,Vistrates: A Component Model for Ubiquitous Analytics,J),"Sriram Karthik Badam, Andreas Mathisen, Roman Rädle, Clemens Nylandsted Klokmose, Niklas Elmqvist",http://users.umiacs.umd.edu/~elm/projects/vistrates/vistrates.pdf,"Visualization tools are often specialized for specific tasks, which turns the user's analytical workflow into a fragmented process performed across many tools. In this paper, we present a component model design for data visualization to promote modular designs of visualization tools that enhance their analytical scope. Rather than fragmenting tasks across tools, the component model supports unification, where components—the building blocks of this model—can be assembled to support a wide range of tasks. Furthermore, the model also provides additional key properties, such as support for collaboration, sharing across multiple devices, and adaptive usage depending on expertise, from creating visualizations using dropdown menus, through instantiating components, to actually modifying components or creating entirely new ones from scratch using JavaScript or Python source code. To realize our model, we introduce VISTRATES, a literate computing platform for developing, assembling, and sharing visualization components. From a visualization perspective, Vistrates features cross-cutting components for visual representations, interaction, collaboration, and device responsiveness maintained in a component repository. From a development perspective, Vistrates offers a collaborative programming environment where novices and experts alike can compose component pipelines for specific analytical activities. Finally, we present several Vistrates use cases that span the full range of the classic ""anytime"" and ""anywhere"" motto for ubiquitous analysis: from mobile and on-the-go usage, through office settings, to collaborative smart environments covering a variety of tasks and devices.",,https://github.com/karthikbadam/Vistrates,,,vimeo 289784994,10.1109/tvcg.2018.2865144,2018,2018,InfoVis,Estrel Hall C,Wednesday,Devices,24-Oct,11:00 AM,11:20 AM
InfoVis,TVCG,SmartCues: A Multitouch Query Approach for Details-on-Demand through Dynamically Computed Overlays,J),"Hariharan Subramonyam, Eytan Adar",,,,,,,vimeo 289784720,10.1109/tvcg.2018.2865231,2018,2018,InfoVis,Estrel Hall C,Wednesday,Devices,24-Oct,11:20 AM,11:40 AM
InfoVis,TVCG,"Multiple Coordinated Views at Large Displays for Multiple Users: Empirical Findings on User Behavior, Movements, and Distances ",J),"Ricardo Langner, Ulrike Kister, Raimund Dachselt",,,,,,,vimeo 289784543,10.1109/tvcg.2018.2865235,2018,2018,InfoVis,Estrel Hall C,Wednesday,Devices,24-Oct,11:40 AM,12:00 PM
InfoVis,TVCG,Visualizing Ranges over Time on Mobile Phones: A Task-Based Crowdsourced Evaluation,J),"Matthew Brehmer, Bongshin Lee, Petra Isenberg, Eun Kyoung Choe",https://hal.inria.fr/hal-01857469/document,"In the first crowdsourced visualization experiment conducted exclusively on mobile phones, we compare approaches to visualizing ranges over time on small displays. People routinely consume such data via a mobile phone, from temperatures in weather forecasting apps to sleep and blood pressure readings in personal health apps. However, we lack guidance on how to effectively visualize ranges on small displays in the context of different value retrieval and comparison tasks, or with respect to different data characteristics such as periodicity, seasonality, or the cardinality of ranges. Central to our experiment is a comparison between two ways to lay out ranges: a more conventional linear layout strikes a balance between quantitative and chronological scale resolution, while a less conventional radial layout emphasizes the cyclicality of time and may prioritize discrimination between values at its periphery. With results from 87 crowd workers, we found that while participants completed tasks more quickly with linear layouts than with radial ones, there were few differences in terms of error rate between layout conditions. We also found that participants performed similarly with both layouts in tasks that involved comparing superimposed observed and average ranges.",,https://github.com/Microsoft/RangesOnMobile/blob/master/StudyApp,https://github.com/Microsoft/RangesOnMobile/blob/master/StudyDataAnalysis,,vimeo 289784625,10.1109/tvcg.2018.2865234,2018,2018,InfoVis,Estrel Hall C,Wednesday,Devices,24-Oct,12:00 PM,12:20 PM
InfoVis,TVCG,Glanceable Visualization: Studies of Data Comparison Performance on Smartwatches,J),"Tanja Blascheck, Lonni Besançon, Anastasia Bezerianos, Bongshin Lee, Petra Isenberg",https://hal.inria.fr/hal-01851306/file/Blascheck_2018_Glanceable_Visualization.pdf,"We present the results of two perception studies to assess how quickly people can perform a simple data comparison task for small-scale visualizations on a smartwatch. The main goal of these studies is to extend our understanding of design constraints for smartwatch visualizations. Previous work has shown that a vast majority of smartwatch interactions last under 5 s. It is still unknown what people can actually perceive from visualizations during such short glances, in particular with such a limited display space of smartwatches. To shed light on this question, we conducted two perception studies that assessed the lower bounds of task time for a simple data comparison task. We tested three chart types common on smartwatches: bar charts, donut charts, and radial bar charts with three different data sizes: 7, 12, and 24 data values. In our first study, we controlled the differences of the two target bars to be compared, while the second study varied the difference randomly. For both studies, we found that participants performed the task on average in <300 ms for the bar chart, <220 ms for the donut chart, and in <1780 ms for the radial bar chart. Thresholds in the second study per chart type were on average 1.14–1.35× higher than in the first study. Our results show that bar and donut charts should be preferred on smartwatch displays when quick data comparisons are necessary.",,,,,vimeo 289785013,10.1109/tvcg.2018.2865142,2018,2018,InfoVis,Estrel Hall C,Wednesday,Devices,24-Oct,12:20 PM,12:40 PM
CG&A,CGA,Physical Visualization of Geospatial Datasets,,"Hessam Djavaherpour, Ali Mahdavi-Amiri, Faramarz F. Samavati",,,,,,,vimeo 289785692,10.1109/mcg.2017.38,2017,2018,Other,Room III,Wednesday,CG&A Session 1,24-Oct,11:00 AM,11:20 AM
CG&A,CGA,Typology of Uncertainty in Static Geolocated Graphs for Visualization,,"Tatiana von Landesberger, Sebastian Bremm, Marcel Wunderlich",,,,,,,vimeo 289785707,10.1109/mcg.2017.3621220,2017,2018,Other,Room III,Wednesday,CG&A Session 1,24-Oct,11:20 AM,11:40 AM
CG&A,CGA,Impact of Spatial Scales on the Intercomparison of Climate Scenarios,,"Wei Luo, Michael Steptoe, Zheng Chang, Robert Link, Leon Clarke, Ross Maciejewski",,,,,,,vimeo 289785725,10.1109/mcg.2017.3621222,2017,2018,Other,Room III,Wednesday,CG&A Session 1,24-Oct,11:40 AM,12:00 PM
CG&A,CGA,Urban Space Explorer: A Visual Analytics System for Urban Planning,,"Alireza Karduni, Isaac Cho, Ginette Wessel, William Ribarsky, Eric Sauda, Wenwen Dou",,,,,,,vimeo 289785751,10.1109/mcg.2017.3621223,2017,2018,Other,Room III,Wednesday,CG&A Session 1,24-Oct,12:00 PM,12:20 PM
CG&A,CGA,Name Profiler Toolkit,,"Feng Wang, Brett Hansen, Ryan Simmons, Ross Maciejewski",http://rmaciejewski.faculty.asu.edu/papers/2017/Names-CGA.pdf,"The Name Profiler Toolkit is a visual analytics system designed to enable the interactive exploration and analysis of forename and surname geographical distributions across the United States. Using demographic data from the US Census Bureau and Zillow, the toolkit lets users interactively compare distributions of names and name attributes.",,,,,vimeo 289785766,10.1109/mcg.2017.3621224,2017,2018,Other,Room III,Wednesday,CG&A Session 1,24-Oct,12:20 PM,12:40 PM
VAST,TVCG,"SIRIUS: Dual, Symmetric, Interactive Dimension Reductions ",J),"Michelle Dowling, John Wenskovitch, J.T. Fry, Leanna House, Scotland Leman, Chris North",,,,,,,vimeo 289787667,10.1109/tvcg.2018.2865047,2018,2018,VAST,"Convention Hall 1, Section C",Wednesday,High Dimensional Data,24-Oct,2:20 PM,2:40 PM
TVCG,TVCG,A Perception-Driven Approach to Supervised Dimensionality Reduction for Visualization,T),"Yunhai Wang, Kang Feng, Xiaowei Chu, Jian Zhang, Chi-Wing Fu, Michael Sedlmair, Xiaohui Yu, Baoquan Chen",,,,,,,vimeo 289788938,10.1109/tvcg.2017.2701829,2018,2018,VAST,"Convention Hall 1, Section C",Wednesday,High Dimensional Data,24-Oct,2:40 PM,3:00 PM
VAST,VAST,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,C),"Michael Blumenschein, Michael Behrisch, Stefanie Schmid, Simon Butscher, Deborah R. Wahl, Karoline Villinger, Britta Renner, Harald Reiterer, Daniel Keim",https://bib.dbvis.de/uploadedFiles/BlumenscheinetalVAST2018SMARTexplore.pdf,"We present SMARTEXPLORE, a novel visual analytics technique that simplifies the identification and understanding of clusters, correlations, and complex patterns in high-dimensional data. The analysis is integrated into an interactive table-based visualization that maintains a consistent and familiar representation throughout the analysis. The visualization is tightly coupled with pattern matching, subspace analysis, reordering, and layout algorithms. To increase the analyst’s trust in the revealed patterns, SMARTEXPLORE automatically selects and computes statistical measures based on dimension and data properties. While existing approaches to analyzing highdimensional data (e.g., planar projections and Parallel coordinates) have proven effective, they typically have steep learning curves for non-visualization experts. Our evaluation, based on three expert case studies, confirms that non-visualization experts successfully reveal patterns in high-dimensional data when using SMARTEXPLORE.",,,,,vimeo 289787735,,2018,2018,VAST,"Convention Hall 1, Section C",Wednesday,High Dimensional Data,24-Oct,3:00 PM,3:20 PM
TVCG,TVCG,ColorMapND: A Data-Driven Approach and Tool for Mapping Multivariate Data to Color,T),"Shenghui Cheng, Wei Xu, Klaus Mueller",https://www3.cs.stonybrook.edu/~shecheng/Paper/ColormapND.pdf,"A wide variety of color schemes have been devised for mapping scalar data to color. We address the challenge of color-mapping multivariate data. While a number of methods can map low-dimensional data to color, for example, using bilinear or barycentric interpolation for two or three variables, these methods do not scale to higher data dimensions. Likewise, schemes that take a more artistic approach through color mixing and the like also face limits when it comes to the number of variables they can encode. Our approach does not have these limitations. It is data driven in that it determines a proper and consistent color map from first embedding the data samples into a circular interactive multivariate color mapping display (ICD) and then fusing this display with a convex (CIE HCL) color space. The variables (data attributes) are arranged in terms of their similarity and mapped to the ICD’s boundary to control the embedding. Using this layout, the color of a multivariate data sample is then obtained via modified generalized barycentric coordinate interpolation of the map. The system we devised has facilities for contrast and feature enhancement, supports both regular and irregular grids, can deal with multi-field as well as multispectral data, and can produce heat maps, choropleth maps, and diagrams such as scatterplots.",,,,,vimeo 289788955,10.1109/tvcg.2018.2808489,2018,2018,VAST,"Convention Hall 1, Section C",Wednesday,High Dimensional Data,24-Oct,3:20 PM,3:40 PM
VAST,VAST,EmbeddingVis: A Visual Analytics Approach to Comparative Network Embedding Inspection,C),"Quan Li, Kristanto Sean Njotoprawiro, Hammad Haleem, Qiaoan Chen, Chris YI, Xiaojuan Ma",https://arxiv.org/pdf/1808.09074.pdf,"Constructing latent vector representation for nodes in a network through embedding models has shown its practicality in many graph analysis applications, such as node classification, clustering, and link prediction. However, despite the high efficiency and accuracy of learning an embedding model, people have little clue of what information about the original network is preserved in the embedding vectors. The abstractness of low-dimensional vector representation, stochastic nature of the construction process, and non-transparent hyper-parameters all obscure understanding of network embedding results. Visualization techniques have been introduced to facilitate embedding vector inspection, usually by projecting the embedding space to a two-dimensional display. Although the existing visualization methods allow simple examination of the structure of embedding space, they cannot support in-depth exploration of the embedding vectors. In this paper, we design an exploratory visual analytics system that supports the comparative visual interpretation of embedding vectors at the cluster, instance, and structural levels. To be more specific, it facilitates comparison of what and how node metrics are preserved across different embedding models and investigation of relationships between node metrics and selected embedding vectors. Several case studies confirm the efficacy of our system. Experts’ feedback suggests that our approach indeed helps them better embrace the understanding of network embedding models.",,,,,vimeo 289788000,,2018,2018,VAST,"Convention Hall 1, Section C",Wednesday,High Dimensional Data,24-Oct,3:40 PM,4:00 PM
InfoVis,TVCG,Evaluating 'Graphical Perception' with CNNs,,"Daniel Haehn, James Tompkin, Hanspeter Pfister",https://danielhaehn.com/papers/haehn2018evaluating.pdf,"Convolutional neural networks can successfully perform many computer vision tasks on images. For visualization, how do CNNs perform when applied to graphical perception tasks? We investigate this question by reproducing Cleveland and McGill's seminal 1984 experiments, which measured human perception efficiency of different visual encodings and defined elementary perceptual tasks for visualization. We measure the graphical perceptual capabilities of four network architectures on five different visualization tasks and compare to existing and new human performance baselines. While under limited circumstances CNNs are able to meet or outperform human task performance, we find that CNNs are not currently a good model for human graphical perception. We present the results of these experiments to foster the understanding of how CNNs succeed and fail when applied to data visualizations.",,https://github.com/rhoana/perception,,,vimeo 280506639,10.1109/TVCG.2018.2865138,2018,2018,InfoVis,"Convention Hall 1, Section D",Wednesday,Text & Communication,24-Oct,2:20 PM,2:40 PM
InfoVis,TVCG,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,J),"Shusen Liu, Zhimin Li, Tao Li, Vivek Srikumar, Valerio Pascucci, Peer-Timo Bremer",http://www.sci.utah.edu/~shusenl/publications/paper_entailVis.pdf,"With the recent advances in deep learning, neural network models have obtained state-of-the-art performances for many linguistic tasks in natural language processing. However, this rapid progress also brings enormous challenges. The opaque nature of a neural network model leads to hard-to-debug-systems and difficult-to-interpret mechanisms. Here, we introduce a visualization system that, through a tight yet flexible integration between visualization elements and the underlying model, allows a user to interrogate the model by perturbing the input, internal state, and prediction while observing changes in other parts of the pipeline. We use the natural language inference problem as an example to illustrate how a perturbation-driven paradigm can help domain experts assess the potential limitation of a model, probe its inner states, and interpret and form hypotheses about fundamental model mechanisms such as attention.",,,,,vimeo 289784737,10.1109/tvcg.2018.2865230,2018,2018,InfoVis,"Convention Hall 1, Section D",Wednesday,Text & Communication,24-Oct,2:40 PM,3:00 PM
InfoVis,TVCG,Elastic Documents: Coupling Text and Tables through Contextual Visualizations for Enhanced Document Reading,J),"Sriram Karthik Badam, Zhicheng Liu, Niklas Elmqvist",http://users.umiacs.umd.edu/~elm/projects/elastic-documents/elastic-documents.pdf,"Today's data-rich documents are often complex datasets in themselves, consisting of information in different formats such as text, gures, and data tables. These additional media augment the textual narrative in the document. However, the static layout of a traditional for-print document often impedes deep understanding of its content because of the need to navigate to access content scattered throughout the text. In this paper, we seek to facilitate enhanced comprehension of such documents through a contextual visualization technique that couples text content with data tables contained in the document. We parse the text content and data tables, cross-link the components using a keyword-based matching algorithm, and generate on-demand visualizations based on the reader's current focus within a document. We evaluate this technique in a user study comparing our approach to a traditional reading experience. Results from our study show that (1) participants comprehend the content better with tighter coupling of text and data, (2) the contextual visualizations enable participants to develop better summaries that capture the main data-rich insights within the document, and (3) overall, our method enables participants to develop a more detailed understanding of the document content.",,,,,vimeo 289784966,10.1109/TVCG.2018.2865119,2018,2018,InfoVis,"Convention Hall 1, Section D",Wednesday,Text & Communication,24-Oct,3:00 PM,3:20 PM
InfoVis,TVCG,Augmenting Visualizations with Interactive Data Facts to Facilitate Interpretation and Communication,J),"Arjun Srinivasan, Steven Drucker, Alex Endert, John Stasko",https://arjun010.github.io/static/papers/voder-infovis18.pdf,"Recently, an increasing number of visualization systems have begun to incorporate natural language generation (NLG) capabilities into their interfaces. NLG-based visualization systems typically leverage a suite of statistical functions to automatically extract key facts about the underlying data and surface them as natural language sentences alongside visualizations. With current systems, users are typically required to read the system-generated sentences and mentally map them back to the accompanying visualization. However, depending on the features of the visualization (e.g., visualization type, data density) and the complexity of the data fact, mentally mapping facts to visualizations can be a challenging task. Furthermore, more than one visualization could be used to illustrate a single data fact. Unfortunately, current tools provide little or no support for users to explore such alternatives. In this paper, we explore how system-generated data facts can be treated as interactive widgets to help users interpret visualizations and communicate their findings. We present Voder, a system that lets users interact with automatically-generated data facts to explore both alternative visualizations to convey a data fact as well as a set of embellishments to highlight a fact within a visualization. Leveraging data facts as interactive widgets, Voder also facilitates data fact-based visualization search. To assess Voder's design and features, we conducted a preliminary user study with 12 participants having varying levels of experience with visualization tools. Participant feedback suggested that interactive data facts aided them in interpreting visualizations. Participants also stated that the suggestions surfaced through the facts helped them explore alternative visualizations and embellishments to communicate individual data facts.",,,,,vimeo 289784943,10.1109/tvcg.2018.2865145,2018,2018,InfoVis,"Convention Hall 1, Section D",Wednesday,Text & Communication,24-Oct,3:20 PM,3:40 PM
InfoVis,TVCG,What Do We Talk About When We Talk About Dashboards?,J),"Alper Sarikaya, Michael Correll, Lyn Bartram, Melanie Tory, Danyel A Fisher",https://alper.datav.is/assets/publications/dashboards/dashboards-preprint.pdf,"Dashboards are one of the most common use cases for data visualization, and their design and contexts of use are considerably different from exploratory visualization tools. In this paper, we look at the broad scope of how dashboards are used in practice through an analysis of dashboard examples and documentation about their use. We systematically review the literature surrounding dashboard use, construct a design space for dashboards, and identify major dashboard types. We characterize dashboards by their design goals, levels of interaction, and the practices around them. Our framework and literature review suggest a number of fruitful research directions to better support dashboard design, implementation, and use.",,,,,vimeo 289785315,10.1109/tvcg.2018.2864903,2018,2018,InfoVis,"Convention Hall 1, Section D",Wednesday,Text & Communication,24-Oct,3:40 PM,4:00 PM
SciVis,TVCG,Visualization of Bubble Formation in Porous Media,J),"Hui Zhang, Steffen Frey, Holger Steeb, David Uribe, Thomas Ertl, Wenping Wang",,,,,,,vimeo 290325359,10.1109/tvcg.2018.2864506,2018,2018,SciVis,Estrel Hall A+B,Wednesday,Space and Physics,24-Oct,2:20 PM,2:40 PM
SciVis,TVCG,Gaia Sky: Navigating the Gaia Catalog,J),"Toni Sagristà Sellés, Stefan Jordan, Thomas Mueller, Filip Sadlo",https://vcg.iwr.uni-heidelberg.de/static/publications/Sagrista2019gaiaSky.pdf,"In this paper, we present Gaia Sky, a free and open-source multiplatform 3D Universe system, developed since 2014 in the Data Processing and Analysis Consortium framework of ESA’s Gaia mission. Gaia’s data release 2 represents the largest catalog of the stars of our Galaxy, comprising 1.3 billion star positions, with parallaxes, proper motions, magnitudes, and colors. In this mission, Gaia Sky is the central tool for off-the-shelf visualization of these data, and for aiding production of outreach material. With its capabilities to effectively handle these data, to enable seamless navigation along the high dynamic range of distances, and at the same time to provide advanced visualization techniques including relativistic aberration and gravitational wave effects, currently no actively maintained cross-platform, modern, and open alternative exists.",,,,,vimeo 290325474,10.1109/tvcg.2018.2864508,2018,2018,SciVis,Estrel Hall A+B,Wednesday,Space and Physics,24-Oct,2:40 PM,3:00 PM
SciVis,TVCG,Interactive 3D Visual Analysis of Atmospheric Fronts,J),"Michael Alexander Kern, Timothy David Hewson, Andreas Schäfler, Rüdiger Westermann, Marc Rautenhaus",http://www.in.tum.de/fileadmin/w00bws/cg/Research/Publications/2018/Atmospheric_Fronts/kern_fronts_vis2018.pdf,"Atmospheric fronts play a central role in meteorology, as the boundaries between different air masses and as fundamental features of extra-tropical cyclones. They appear in numerous conceptual model depictions of extra-tropical weather systems. Conceptually, fronts are three-dimensional surfaces in space possessing an innate structural complexity, yet in meteorology, both manual and objective identification and depiction have historically focused on the structure in two dimensions. In this work, we –a team of visualization scientists and meteorologists– propose a novel visualization approach to analyze the three-dimensional structure of atmospheric fronts and related physical and dynamical processes. We build upon existing approaches to objectively identify fronts as lines in two dimensions and extend these to obtain frontal surfaces in three dimensions, using the magnitude of temperature change along the gradient of a moist potential temperature field as the primary identifying factor. We introduce the use of normal curves in the temperature gradient field to visualize a frontal zone (i.e., the transitional zone between the air masses) and the distribution of atmospheric variables in such zones. To enable for the first time a statistical analysis of frontal zones, we present a new approach to obtain the volume enclosed by a zone, by classifying grid boxes that intersect with normal curves emanating from a selected front. We introduce our method by means of an idealized numerical simulation and demonstrate its use with two real-world cases using numerical weather prediction data.",,,,,vimeo 290325737,10.1109/tvcg.2018.2864806,2018,2018,SciVis,Estrel Hall A+B,Wednesday,Space and Physics,24-Oct,3:00 PM,3:20 PM
